tweet,id,name,location,topic,created_at,processed_on
Moderna…boosted!!!! #moderna #covidvacccine #covidvaccineboosterdose #boostershot #sanfrancisco #covid_19… https://t.co/JkLXFsCyEk,1466958745053720577,Andrew Forbes,,ModernaBoosterShot ,Sat Dec 04 02:33:14 +0000 2021,2021-12-08 17:10:45
"Doing my part to keep us safe 🖤
#modernaboostershot #moderna https://t.co/6uXqMk56Gz",1466863955125542914,Annabella Rios-Nunez,UNITED STATES ,ModernaBoosterShot ,Fri Dec 03 20:16:34 +0000 2021,2021-12-08 17:10:45
We got our Booster Shots today .. so far no side effects at all. #ModernaBoosterShot https://t.co/uhLmHZSPJx,1466860876959469570,Diana,South Texas Coast ,ModernaBoosterShot ,Fri Dec 03 20:04:20 +0000 2021,2021-12-08 17:10:45
Glad I got my #Booster today (Pfizer)! Also at the pharmacy were a (1) first timer who wanted J&amp;J (she wanted to be… https://t.co/ZN2ihWiv4c,1468686303768236032,whistlin’ in the wind,"Arlington, VA USA",ModernaBooster ,Wed Dec 08 20:57:56 +0000 2021,2021-12-08 17:10:46
"Officially jabbed!!! 
💉💉💉 #ModernaBooster",1468686281416736768,Mother of Dogs...and a cat😷💙💚🏈⚾🏌️,"Upper Left, USA",ModernaBooster ,Wed Dec 08 20:57:51 +0000 2021,2021-12-08 17:10:46
"@chrischirp Took 8hrs after my #ModernaBooster then wiped for 6 days #musclepain, #sensitiveskin, #fatigue,… https://t.co/OvMtyzSb1Y",1468677311700652042,😷Hillforter🇪🇺#RejoinEU,#NHS #MedEd (Retired) 🏅GC 🙄,ModernaBooster ,Wed Dec 08 20:22:12 +0000 2021,2021-12-08 17:10:46
Getting my microchip software updated today. #booster #GetVaccinated #ModernaBooster,1468673751063535618,Nick,,ModernaBooster ,Wed Dec 08 20:08:03 +0000 2021,2021-12-08 17:10:46
Booster invite received! I'll be getting jabbed next Wednesday with a tasty splash of Moderna! Bring it on!!Hopeful… https://t.co/x8ic9lfWph,1468669068525846529,Eileen G,"Dublin City, Ireland",ModernaBooster ,Wed Dec 08 19:49:27 +0000 2021,2021-12-08 17:10:46
Does the #ModernaBooster  knock you down the way the 2nd #moderna shot does . I need the booster but I gotta sandwich on my off days .,1468664154097602566,"MUMBLES @ Wakanda PD, Tycho Station🚀🪐",Wakanda,ModernaBooster ,Wed Dec 08 19:29:55 +0000 2021,2021-12-08 17:10:46
"So, all back to normal now… can’t say I felt ill, just a bit spaced out. Deathly tired though - early night tonight.
#ModernaBooster",1468662788713295875,Laurence Akers,"London, England",ModernaBooster ,Wed Dec 08 19:24:29 +0000 2021,2021-12-08 17:10:46
I just had my 3rd jab of Moderna. #COVIDVaccination #ModernaBooster,1468647908631216130,MIQQA🏴‍☠️,Washington State,ModernaBooster ,Wed Dec 08 18:25:22 +0000 2021,2021-12-08 17:10:46
"Anthony Fauci a total disgrace to the Health community.  Fauci flip flop every week, distorts information, protects… https://t.co/a1k2kwDFQE",1468645762212892677,Lorenzo Alvarez,"San Francisco, CA",ModernaBooster ,Wed Dec 08 18:16:50 +0000 2021,2021-12-08 17:10:46
"Moderna's trending, but, contrary to corporate media propaganda, its NOT SHARING its patent with poorer countries a… https://t.co/6gSSpcqN2K",1468643540670496768,Iqbal Faizer,"Toronto, Ontario",ModernaBooster ,Wed Dec 08 18:08:00 +0000 2021,2021-12-08 17:10:46
I’m trying to write about my experience with the #ModernaBooster bit by bit in my draft tweets. Having #MEcfs makes… https://t.co/EWR1eWqz6C,1468640782374608901,La Fair,"England, United Kingdom",ModernaBooster ,Wed Dec 08 17:57:03 +0000 2021,2021-12-08 17:10:46
That's me being triple vaccinated - I got my booster shot today and now I have three @moderna_tx stickers in my alb… https://t.co/73wuC8otPt,1468633558394753033,🔴X TravellingTheWorlds🐧🔥🇪🇺🇩🇪🇬🇧🇺🇸,,ModernaBooster ,Wed Dec 08 17:28:20 +0000 2021,2021-12-08 17:10:46
"hey @moderna_tx 
would really be nice if you could tell us about the efficacy of YOUR booster (the half dose which… https://t.co/cjyvRipGqg",1468629911569063938,carol,Midwest,ModernaBooster ,Wed Dec 08 17:13:51 +0000 2021,2021-12-08 17:10:46
Fauci gets royalties on the sale of the Moderna vaccine.  The CDC owns royalties on flu shots and childhood vaccine… https://t.co/YeqipMkr09,1468629789804142597,#Nix46,United States,ModernaBooster ,Wed Dec 08 17:13:22 +0000 2021,2021-12-08 17:10:46
Got my third #CovidVaccine today! No cute Ivy pic this time because she was at preschool. Got #ModernaBooster becau… https://t.co/jVJdd0qs76,1468629129910267910,Kimberly Cloonan,"San Antonio, TX",ModernaBooster ,Wed Dec 08 17:10:45 +0000 2021,2021-12-08 17:10:46
"Less than one hour to #ModernaBooster!! With a 4 year old in the house, we have to do everything we can to keep her safe. Let's do this!!",1468605540402089997,Justplainamelia,"Ohio, USA",ModernaBooster ,Wed Dec 08 15:37:00 +0000 2021,2021-12-08 17:10:46
Getting people boosted! #COVID19 #ModernaBooster https://t.co/IDk5O5caf2,1468601850823913478,"Brenda the NP, PhD-to-be",,ModernaBooster ,Wed Dec 08 15:22:21 +0000 2021,2021-12-08 17:10:46
"People who got the #ModernaBooster and a #FluShot, did you have any post-shot symptoms? Wondering if I should start… https://t.co/JSQx4zUPvk",1468599518635741194,Sally Turner,"Stillwater, Ok",ModernaBooster ,Wed Dec 08 15:13:05 +0000 2021,2021-12-08 17:10:46
@anniegraham57 I had my moderna booster early for my job. My husband had a breathrough case and I never caught it.… https://t.co/9v4BEB3ir9,1468595894710853633,M Johnson,United States,ModernaBooster ,Wed Dec 08 14:58:41 +0000 2021,2021-12-08 17:10:46
I got mine! How about you? #Pfizer1stround #ModernaBooster https://t.co/BDVLzVoGUO,1468591804597477379,KSM,"NeverNeverLand, CO",ModernaBooster ,Wed Dec 08 14:42:25 +0000 2021,2021-12-08 17:10:46
"Anyone else got this horrible migraine 4 days after #ModernaBooster ?
Flu symptoms the day after now this.",1468590590535290881,Sharon Collett,"Great Malvern, England",ModernaBooster ,Wed Dec 08 14:37:36 +0000 2021,2021-12-08 17:10:46
"@CallSignWhisker @ReportsDaNews Well, getting ready for work. My commute at least is acceptable…100 feet. #ModernaBooster YAY!",1468576356858478596,Race Bannon - VAXXED 3X,"NYFB, USA",ModernaBooster ,Wed Dec 08 13:41:02 +0000 2021,2021-12-08 17:10:46
I had gotten #Moderna for my first two shots. Having #MultipleSclerosis I was required to get the full… https://t.co/yK3tY35yCb,1468556182247858185,DRyan,New Jersey,ModernaBooster ,Wed Dec 08 12:20:52 +0000 2021,2021-12-08 17:10:46
Woke up with the chills around 3am. Threw an extra blanket on. Seemed to help. Still little bit of a fever. Drank w… https://t.co/7ODDraqwda,1468536678377795586,not Rufus.,"Michigan, USA",ModernaBooster ,Wed Dec 08 11:03:22 +0000 2021,2021-12-08 17:10:46
"@Melissa_VA_757 Swollen lymph nodes… got the shot Saturday, swelling still there today. But getting better, less so… https://t.co/aDLZjGC22v",1468519906861797378,🛩Vet from CLE,"Ohio, USA",ModernaBooster ,Wed Dec 08 09:56:44 +0000 2021,2021-12-08 17:10:46
Got my booster shot today! 💉 #ModernaBooster,1468488759625011200,Fran,she/her,ModernaBooster ,Wed Dec 08 07:52:58 +0000 2021,2021-12-08 17:10:46
#ModernaBooster gave me soreness at the injection site and tiredness. It was worth it in the end. #GetBoosted #GetVaccinated,1468426038996877312,Aaron Gonzalez,"Ropesville, TX",ModernaBooster ,Wed Dec 08 03:43:44 +0000 2021,2021-12-08 17:10:46
We were somewhere around Barstow on the edge of the desert when the #ModernaBooster began to take hold.… https://t.co/qoTPcEypkG,1468417935467294728,Frank Poe,"ÜT: 40.572278,-74.327202",ModernaBooster ,Wed Dec 08 03:11:32 +0000 2021,2021-12-08 17:10:46
"Final verse:
“This girl’s dead from Pfizerrrr” 
#VaccinationAssassination
#vaccine #vaccination #VaccineSideEffects… https://t.co/sa3db32Cz3",1468417135831654400,Intalekshewal,"Ohio, US",ModernaBooster ,Wed Dec 08 03:08:21 +0000 2021,2021-12-08 17:10:46
"Almost forgot ... I got the booster today.

Thanks #ModernaBooster",1468389331102576648,IrishCatholicAtheist 🍀,The Bay State,ModernaBooster ,Wed Dec 08 01:17:52 +0000 2021,2021-12-08 17:10:46
"Fooled you, suckers.
8 Top #Pfizer, #Moderna Shareholders $10 BahBillion Richer After Media Hypes #Omicron Ssuckere… https://t.co/CA6lcNrzPJ",1468385901051092995,the elephant in the room just became an entire ZOO,Paradise,ModernaBooster ,Wed Dec 08 01:04:14 +0000 2021,2021-12-08 17:10:46
Gettin boosted yo #modernabooster #COVID19Vaccine #GetVaxxed,1468366391715708937,Gayle Gatchalian,"Brooklyn, NY",ModernaBooster ,Tue Dec 07 23:46:43 +0000 2021,2021-12-08 17:10:46
"I came to the clinic to get my #ModernaBooster
#FuckCovid https://t.co/M4WOxOjK24",1468332951263858691,#UnSeasonedTickets,"San Diego, CA",ModernaBooster ,Tue Dec 07 21:33:50 +0000 2021,2021-12-08 17:10:46
"Boosted, bitches! #ModernaBooster #GetVaccinatedNow",1468332572006666243,Jim Yeager,Northern Illinois,ModernaBooster ,Tue Dec 07 21:32:20 +0000 2021,2021-12-08 17:10:46
@POTUS Got it Saturday! #Moderna #ModernaBooster #VaccinesWork #VaccinesSaveLives,1468327838399012866,Nick Tripoli,"Austin, TX",ModernaBooster ,Tue Dec 07 21:13:31 +0000 2021,2021-12-08 17:10:46
"My dad had his #BoosterJab yesterday and he’s so ill, I’ve never seen him this ill before, he can barley breathe… https://t.co/mSIuQYk0zz",1468320532210884619,Jess,"Plymouth, England",ModernaBooster ,Tue Dec 07 20:44:29 +0000 2021,2021-12-08 17:10:46
When you get a booster in your non dominant arm only to realize you’re ambidextrous. #pandemicblues #Booster #Covid #ModernaBooster,1468320306905460736,Maj Snowflake Ret. ❄️,"Philly, United States of Love",ModernaBooster ,Tue Dec 07 20:43:35 +0000 2021,2021-12-08 17:10:46
"Call To Suspend #Covid_19 #vaccinations Upon Discovery Of #Spike #protein In The Nucleus Of Living Cells
Resveratro… https://t.co/BzHWtBUlAW",1468306664680038401,Laleh,France,ModernaBooster ,Tue Dec 07 19:49:23 +0000 2021,2021-12-08 17:10:46
"UPDATE FROM THE FUNERAL DIRECTOR JOHN O' LOONEY
https://t.co/51vAi4MmSy
#COVID19 #covidvariantalarm #corona… https://t.co/tqiJEe7oaH",1468303574006472706,Laleh,France,ModernaBooster ,Tue Dec 07 19:37:06 +0000 2021,2021-12-08 17:10:46
"24 hours post Moderna Booster - mild headache, sore arm.  That's it, get protected and get back to your regular lif… https://t.co/LmKzurTHge",1468293009678741514,RedLion,Twitter Hell,ModernaBooster ,Tue Dec 07 18:55:07 +0000 2021,2021-12-08 17:10:46
Boosted! #ModernaBooster,1468287158045847557,🧙‍♂️steven lee huls,"Kansas City, MO",ModernaBooster ,Tue Dec 07 18:31:52 +0000 2021,2021-12-08 17:10:46
First rule of #BoosterClub is tell everyone about #BoosterClub #Boosted #ModernaBooster,1468273883476377604,Mike Hall 📷🌅🌌,"Winchester, England",ModernaBooster ,Tue Dec 07 17:39:07 +0000 2021,2021-12-08 17:10:46
"So got my #Booster on Friday. Other that a seriously sore arm that night, I was just very cold and tired on Saturda… https://t.co/lr3KFt0U7t",1468273304482033665,Mrs. Teach,CT,ModernaBooster ,Tue Dec 07 17:36:49 +0000 2021,2021-12-08 17:10:46
For people who are asking/wondering No side effects from #booster 💉 #ModernaBooster #VaccineSideEffectsZero Not eve… https://t.co/hpANekCTA6,1468271337709973514,SallySue #SquadUp ⚾️,"Newark, NJ",ModernaBooster ,Tue Dec 07 17:29:00 +0000 2021,2021-12-08 17:10:46
"Aches, chills, low-grade fever from #ModernaBooster and of course every piece of lawn equipment in #DelRay is being… https://t.co/cmH7wDmONY",1468268513127284744,Laurie MacNamara 👨‍👩‍👧 🐱🐱🐱,"Del Ray/Alexandria, VA",ModernaBooster ,Tue Dec 07 17:17:47 +0000 2021,2021-12-08 17:10:46
"First #ModernaBooster - tip, using weights really does help the muscle loosen up after the jab.
#prayforcovidtogoaway 🙏",1468265099936813060,seanna | she/her,"Indiana, USA",ModernaBooster ,Tue Dec 07 17:04:13 +0000 2021,2021-12-08 17:10:46
#publichealth #COVID19vaccines That Why I had chosen the  #ModernaBooster as 3rd dose after 2 Jabs of AZ instead of… https://t.co/264nQ2JacF,1468256902639493126,TRAstonDrs,Oxford🇬🇧Melbourne🇦🇺,ModernaBooster ,Tue Dec 07 16:31:39 +0000 2021,2021-12-08 17:10:46
"Okay, the #ModernaBooster got me today. Give yourselves some space and grace after these boosters, guys.",1468243855334121476,Laurie MacNamara 👨‍👩‍👧 🐱🐱🐱,"Del Ray/Alexandria, VA",ModernaBooster ,Tue Dec 07 15:39:48 +0000 2021,2021-12-08 17:10:46
"Mixing Pfizer, AstraZ COVID-19 shots with Moderna gives better immune response -UK study - Reuters… https://t.co/NomS9Brh77",1468220531187101706,PH Dousma,"Europe,NL",ModernaBooster ,Tue Dec 07 14:07:07 +0000 2021,2021-12-08 17:10:46
#BlessYourHeart Lol #GetVaccinated #ModernaBooster I get mine today! If the 💙Doc can recommend all the other Rx tha… https://t.co/vs6RMhsb4G,1468193920547004423,Margaret Roe 💙🇺🇸🌊,"Virginia, USA",ModernaBooster ,Tue Dec 07 12:21:23 +0000 2021,2021-12-08 17:10:46
#AstraZeneca ✅ #Biontech ✅ #ModernaBooster ✅ Variatio delectat - Alles lecker 😋 #ImpfenSchützt -… https://t.co/EDPm6jrPj2,1468180780828577793,Sebastian Honnen,"Duisburg, Deutschland",ModernaBooster ,Tue Dec 07 11:29:10 +0000 2021,2021-12-08 17:10:46
Just got booted 💉Be grateful for the choices of #Pfizervaccine or #ModernaVaccine from my hometown #Oxford .… https://t.co/1IOUnGZ5K0,1468170204450627596,TRAstonDrs,Oxford🇬🇧Melbourne🇦🇺,ModernaBooster ,Tue Dec 07 10:47:08 +0000 2021,2021-12-08 17:10:46
Booster jab done. Dim probs. Thanks 🙏 to all the lovely staff @AneurinBevanUHB and @MerthyrCBC for looking after me… https://t.co/TiwJ0vR6iG,1468157715168047104,Dr Alec Clark (PBSplus LTD),South Wales ,ModernaBooster ,Tue Dec 07 09:57:31 +0000 2021,2021-12-08 17:10:46
"@DeeDeeakaTiger Got my #ModernaBooster and had zero side effects, apart from the slight ache at the injection site.",1468066817956630528,Just Because,Over here 👈🏻👉🏻,ModernaBooster ,Tue Dec 07 03:56:19 +0000 2021,2021-12-08 17:10:46
@nanob1023 Thanks Nancy! Hindsight is 20/20! Wish I had gotten the #Pfizer rather than #ModernaBooster My daughter… https://t.co/o2Wz4n0TsK,1468060950477611012,Judy🐝,"Buffalo, SC",ModernaBooster ,Tue Dec 07 03:33:00 +0000 2021,2021-12-08 17:10:46
Whoa. @moderna_tx @pfizer is throwing shade your way. Are you gonna take this? @JNJNews #ModernaBooster… https://t.co/iElD3wSAJ9,1468045962333487105,Reeve S,"Pensacola, FL",ModernaBooster ,Tue Dec 07 02:33:27 +0000 2021,2021-12-08 17:10:46
"@DeeDeeakaTiger Got mine over a month ago.  #ModernaBooster 

No side effects nor reactions",1468034859348070403,⚖️ 🧊G̵̢̠̳͓̓̽̓͆̐̐̋͠𝖑a͓̽d̶ i⃣© 🕊,Pacific  NW,ModernaBooster ,Tue Dec 07 01:49:19 +0000 2021,2021-12-08 17:10:46
@DesimoneJoshua @joncoopertweets My #ModernaBooster was a cakewalk. Slightly sore arm and not a symptom beyond that… https://t.co/iXDFeftDAj,1468009222394851331,Just Because,Over here 👈🏻👉🏻,ModernaBooster ,Tue Dec 07 00:07:27 +0000 2021,2021-12-08 17:10:46
Boosted today! Joined the #Pfizervaccine then the #ModernaBooster family. Drinking lots of water and 🤞🏻 for the best. #Boosted #BoosterClub,1468000455125049345,Laurie MacNamara 👨‍👩‍👧 🐱🐱🐱,"Del Ray/Alexandria, VA",ModernaBooster ,Mon Dec 06 23:32:37 +0000 2021,2021-12-08 17:10:46
Happy Motivational Monday EVE Angels!! God is working Let’s get busy !! BTW - Mami took that #Modernabooster yester… https://t.co/BU3svbgww6,1467999499096371206,Angela Winbush,"Las Vegas, NV",ModernaBooster ,Mon Dec 06 23:28:49 +0000 2021,2021-12-08 17:10:46
"FULLY VAXXED + PrEP'd + BOOSTED
#ModernaBooster",1467998464596316161,Jack (Holiday Edition) ⛄🏳️‍🌈,"Culver City, CA",ModernaBooster ,Mon Dec 06 23:24:42 +0000 2021,2021-12-08 17:10:46
"Less than 24 hrs after #ModernaBooster, I have low-grade fever of 100, chills and soreness, all to be expected, but… https://t.co/bLqvvSu1TL",1467988656669569031,Doualy Xaykaothao,Lenapehoking/ Mannahatta,ModernaBooster ,Mon Dec 06 22:45:44 +0000 2021,2021-12-08 17:10:46
"@DeeMagicGurl In line at my local Rite Aid to get my #ModernaBooster...
 
After, I'm gonna treat myself to a Starbu… https://t.co/KO2LRK26Hf",1467984060794347523,Jack (Holiday Edition) ⛄🏳️‍🌈,"Culver City, CA",ModernaBooster ,Mon Dec 06 22:27:28 +0000 2021,2021-12-08 17:10:46
"Waiting in line at my local Rite Aid... Hoping they have #Moderna boosters left.

#ModernaBooster
#GetYourBoosterShot
#Omicron #COVID19",1467983579883835395,Jack (Holiday Edition) ⛄🏳️‍🌈,"Culver City, CA",ModernaBooster ,Mon Dec 06 22:25:33 +0000 2021,2021-12-08 17:10:46
"💲Sure looks like a handful of Moderna insiders sold &gt;$350M in equity this Fall...💲

$MRNA
#ModernaBooster",1467975037684785154,Mucks 🤙,"Right Here, Right Now",ModernaBooster ,Mon Dec 06 21:51:37 +0000 2021,2021-12-08 17:10:46
